,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1410,1,0,0,0.027777777777777776,0,0,0,0,0,1,2,0.7522388059701491,0.01754558042926379
1411,1,0,0,0.40277777777777773,0,2,2,0,0,1,0,0.827860696517413,0.3380798522963305
1412,0,1,0,0.20833333333333331,0,0,2,0,0,1,2,0.6572139303482587,0.14881144703438728
1413,0,1,1,0.9027777777777777,2,2,2,2,2,0,1,0.7592039800995024,0.6992787906762059
1414,0,0,0,0.4861111111111111,0,0,2,2,0,0,2,0.7686567164179104,0.3922686360489268
1415,0,0,0,0.8888888888888888,2,2,0,0,1,1,1,0.8164179104477611,0.7598661435495039
1416,0,1,1,0.8055555555555555,0,0,2,2,2,1,1,0.37064676616915426,0.3632702515578121
1417,1,0,0,0.25,0,2,0,0,0,1,1,0.3144278606965174,0.09773251788599124
1418,0,1,1,0.9305555555555555,0,2,0,0,0,1,0,0.7094527363184079,0.7332448649896146
1419,0,1,1,0.875,1,1,1,1,2,1,3,0.008955223880596996,0.13365451188552965
1420,0,1,0,0.8333333333333333,0,2,0,0,0,1,2,0.8114427860696517,0.6885471959381491
1421,1,0,0,0.125,0,0,0,0,0,1,1,0.6582089552238807,0.08235633510270021
1422,0,1,1,0.9722222222222222,2,2,2,2,2,1,1,0.9432835820895521,0.9058677590583891
1423,0,1,0,0.20833333333333331,0,0,2,0,0,1,2,0.8243781094527362,0.17138818370643896
1424,0,0,1,0.6666666666666666,1,1,1,1,1,0,3,0.01691542288557213,0.1059196861297023
1425,0,1,0,0.16666666666666666,0,0,2,2,0,1,2,0.5562189054726369,0.08338333717978307
1426,1,1,0,0.986111111111111,2,2,2,2,1,1,2,0.7338308457711442,0.7577198246018925
1427,1,0,0,0.611111111111111,0,0,2,0,0,0,2,0.553233830845771,0.35813524117239787
1428,0,0,0,0.013888888888888888,0,0,0,0,0,1,2,0.3203980099502488,0.003652204015693515
1429,0,1,1,0.625,1,1,1,1,2,0,3,0.061691542288557194,0.12340756981306256
1430,0,0,0,0.3194444444444444,1,1,1,1,1,0,1,0.06517412935323383,0.06883798753750289
1431,0,1,0,0.5972222222222222,0,0,0,2,1,1,0,0.46368159203980097,0.33341795522732515
1432,0,0,0,0.4861111111111111,1,1,1,1,0,0,0,0.02487562189054726,0.08321024694207248
1433,0,1,0,0.125,2,2,0,2,0,1,3,0.5044776119402985,0.06635702746365106
1434,0,0,0,0.16666666666666666,0,0,0,2,0,1,3,0.8129353233830846,0.1285425801984768
1435,1,1,0,0.9027777777777777,2,2,2,0,0,1,1,0.9069651741293533,0.8318312947149781
1436,0,0,0,0.027777777777777776,0,0,2,0,0,1,2,0.7278606965174129,0.02017078236787445
1437,0,0,0,0.375,0,0,0,0,0,0,3,0.30597014925373134,0.14684398799907686
1438,0,0,0,0.5555555555555556,0,0,2,0,1,1,3,0.31840796019900497,0.2313351027002077
1439,1,0,0,0.06944444444444445,0,0,2,0,0,1,1,0.5701492537313433,0.03817793676436649
1440,0,1,1,0.1111111111111111,1,1,1,1,1,0,1,0.01641791044776117,0.015595430417724439
1441,1,1,0,0.8055555555555555,0,2,0,0,1,1,0,0.7915422885572139,0.6277405954304177
1442,0,1,1,0.7222222222222222,2,0,2,0,1,0,2,0.8164179104477611,0.6030060004615739
1443,0,1,0,0.041666666666666664,0,0,2,2,0,1,3,0.37363184079601985,0.015664666512808678
1444,0,0,1,0.5694444444444444,2,2,2,2,2,1,2,0.9243781094527362,0.517926378952227
1445,0,0,0,0.2777777777777778,0,0,0,2,0,1,3,0.7990049751243781,0.23230440803138705
1446,0,0,1,0.013888888888888888,0,0,0,0,0,1,2,0.31641791044776113,0.0036060466189706897
1447,0,0,1,0.05555555555555555,0,0,0,2,0,0,1,0.6223880597014925,0.03619316870528502
1448,0,0,0,0.3194444444444444,1,1,1,1,0,0,2,0.025870646766169153,0.05251557812139396
1449,1,0,0,0.08333333333333333,1,1,1,1,0,0,0,0.01243781094527363,0.010154627279021462
1450,0,1,1,0.1111111111111111,1,1,1,1,0,1,3,0.010945273631840807,0.015439649203784905
1451,0,0,0,0.25,2,0,2,0,0,0,3,0.5099502487562189,0.13623355642741752
1452,1,0,0,0.7222222222222222,2,0,0,0,0,1,1,0.3039800995024875,0.2926667435956612
1453,0,0,0,0.4305555555555555,0,2,0,0,0,1,2,0.7587064676616915,0.34161089314562654
1454,0,1,1,0.40277777777777773,1,1,1,1,0,1,3,0.023880597014925342,0.07339603046388185
1455,0,1,0,0.5,2,2,2,2,2,1,1,0.8736318407960199,0.44029540733902606
1456,0,1,0,0.2222222222222222,0,2,0,0,0,1,2,0.8134328358208955,0.17493076390491577
1457,0,1,0,0.5833333333333333,0,0,2,2,1,1,2,0.8960199004975123,0.527042464804985
1458,0,0,0,0.013888888888888888,1,1,1,1,0,0,2,0.02288557213930348,0.00020193861066235838
1459,0,0,0,0.8333333333333333,0,2,2,0,2,1,2,0.8099502487562189,0.6833891068543735
1460,0,0,0,0.06944444444444445,0,2,2,0,0,1,2,0.6671641791044776,0.04677475190399261
1461,0,1,0,0.3055555555555555,2,0,0,2,0,0,1,0.772636815920398,0.2557292868682206
1462,0,1,0,0.5,1,1,1,1,1,0,3,0.01741293532338306,0.07476921301638588
1463,0,0,0,0.05555555555555555,0,0,0,0,0,0,2,0.518905472636816,0.03025617355181168
1464,0,0,0,0.125,2,0,0,2,0,0,3,0.46467661691542295,0.061043157165935835
1465,0,1,1,0.013888888888888888,0,2,0,0,0,0,1,0.5606965174129352,0.006438956842834063
1466,0,1,1,0.16666666666666666,2,0,0,0,0,1,2,0.3079601990049751,0.06373759519963074
1467,0,0,0,0.3194444444444444,0,0,0,2,1,1,3,0.5522388059701492,0.2005308100623125
1468,0,0,0,0.861111111111111,2,2,0,0,1,1,0,0.7368159203980099,0.6592026309716131
1469,0,0,0,0.5138888888888888,0,0,0,2,0,0,0,0.8014925373134327,0.3988864528040619
1470,0,0,0,0.1111111111111111,1,1,1,1,0,0,3,0.009452736318407956,0.01593007154396492
1471,0,1,0,0.4305555555555555,0,0,2,0,0,0,1,0.700497512437811,0.30745441957073616
1472,0,1,1,0.18055555555555555,0,0,0,0,0,1,1,0.5587064676616916,0.10130971613201016
1473,0,0,0,0.3333333333333333,0,0,2,0,0,1,2,0.8009950248756219,0.2756173551811678
1474,0,1,1,0.625,0,2,2,0,0,1,0,0.7731343283582089,0.5120990076159704
1475,1,1,0,0.9583333333333333,0,2,0,2,2,0,1,0.8671641791044776,0.8054638818370644
1476,0,0,0,0.027777777777777776,1,1,1,1,0,0,3,0.019900497512437804,0.0020770828525271167
1477,0,1,1,0.8472222222222222,2,2,0,0,1,1,2,0.873134328358209,0.7533925686591276
1478,0,0,0,0.5694444444444444,0,2,2,0,0,1,2,0.8601990049751244,0.4993768751442418
1479,0,0,0,0.611111111111111,0,0,2,0,1,1,2,0.30646766169154227,0.25919686129702285
1480,0,0,0,0.5416666666666666,0,0,2,2,1,0,3,0.17213930348258705,0.14889799215324256
1481,0,1,1,1.0,2,2,2,2,2,1,1,0.46616915422885563,0.5464458804523425
1482,1,0,0,0.18055555555555555,0,0,2,0,0,1,2,0.7820895522388059,0.14040503115624278
1483,0,1,1,0.7083333333333333,2,2,0,2,1,1,1,0.5124378109452736,0.4089199169166859
1484,1,1,0,0.986111111111111,0,2,2,0,2,1,2,0.8054726368159204,0.8302504038772214
1485,1,0,0,0.3055555555555555,0,0,0,0,0,1,2,0.7805970149253731,0.23818947611354718
1486,0,0,0,0.027777777777777776,0,2,0,2,0,1,1,0.36616915422885565,0.009687283637202861
1487,0,0,0,0.7777777777777777,0,2,2,0,1,1,2,0.8810945273631839,0.6803138702977152
1488,0,0,0,0.013888888888888888,2,0,0,0,0,0,3,0.32835820895522383,0.003744518809139164
1489,0,1,1,0.3194444444444444,2,2,0,2,1,1,3,0.39303482587064675,0.14586314331871683
1490,1,1,0,0.9166666666666666,0,2,2,0,1,1,0,0.5233830845771144,0.5446630510039234
1491,0,0,0,0.013888888888888888,1,1,1,1,0,0,3,0.012935323383084563,8.654511885529664e-05
1492,1,0,0,0.2638888888888889,0,2,0,0,0,1,2,0.6960199004975124,0.2027463651050081
1493,0,0,0,0.15277777777777776,2,0,2,0,0,1,0,0.6094527363184079,0.08964343411031618
1494,0,1,1,0.1111111111111111,1,1,1,1,1,1,3,0.014925373134328346,0.014562658666051234
1495,0,1,1,0.7222222222222222,2,2,2,0,0,0,0,0.7950248756218906,0.5740364643434109
1496,0,0,0,0.041666666666666664,1,1,1,1,0,1,2,0.019900497512437804,0.004921532425571198
1497,0,1,1,0.7083333333333333,2,2,0,0,0,1,0,0.6059701492537314,0.4615451188552966
1498,1,0,0,0.20833333333333331,0,0,0,0,0,0,2,0.5711442786069653,0.130146549734595
1499,1,1,0,0.8888888888888888,0,2,2,0,0,1,2,0.7562189054726368,0.6995845834294946
1500,0,0,0,0.5138888888888888,0,0,2,0,0,1,1,0.218407960199005,0.168480267712901
1501,0,0,0,0.18055555555555555,1,1,1,1,2,0,3,0.01691542288557213,0.02594622663281791
1502,0,1,0,0.6805555555555555,2,0,0,0,1,1,2,0.36915422885572136,0.30177129009923837
1503,1,0,0,0.625,0,0,2,0,1,1,0,0.8348258706467663,0.5442591737825987
1504,0,0,0,0.25,0,0,0,0,0,1,2,0.5258706467661691,0.14181283175628895
1505,1,0,0,0.013888888888888888,0,0,0,0,0,1,2,0.5616915422885572,0.006450496192014771
1506,0,1,0,0.9444444444444444,2,0,2,0,2,1,0,0.3567164179104477,0.4356912070159243
1507,0,0,0,0.75,1,1,1,1,2,0,1,0.013930348258706454,0.11422801753981077
1508,1,1,1,0.3194444444444444,0,2,2,0,0,1,0,0.6985074626865672,0.24368220632356338
1509,0,0,0,0.2361111111111111,0,0,2,0,0,1,2,0.5810945273631841,0.14940572351719364
1510,0,1,0,0.986111111111111,2,2,2,2,2,0,1,0.618407960199005,0.6587064389568428
1511,0,1,1,0.9305555555555555,1,1,1,1,2,1,0,0.009950248756218888,0.1562543272559428
1512,0,1,1,0.19444444444444442,0,0,0,0,0,1,2,0.6621890547263681,0.1367528271405493
1513,1,0,0,0.013888888888888888,0,0,0,0,0,1,3,0.07512437810945272,0.0008077544426494344
1514,0,0,1,0.875,1,1,1,1,2,0,1,0.01243781094527363,0.13804523424878837
1515,0,0,0,0.5694444444444444,0,0,2,2,1,1,2,0.5009950248756219,0.3298234479575352
1516,0,1,0,0.2361111111111111,0,0,0,0,0,0,2,0.7398009950248755,0.1801177013616432
1517,0,1,0,0.7777777777777777,2,0,0,0,1,1,2,0.8189054726368158,0.6342199399953843
1518,0,0,0,0.06944444444444445,1,1,1,1,0,0,1,0.02288557213930348,0.008919916916685897
1519,0,0,0,0.027777777777777776,2,2,0,0,0,1,2,0.24228855721393033,0.006185091160858529
1520,0,1,0,0.041666666666666664,1,1,1,1,0,1,3,0.013432835820895522,0.004206092776367413
1521,0,0,0,0.5138888888888888,2,2,2,2,1,0,2,0.4895522388059702,0.27977152088622204
1522,0,0,0,0.40277777777777773,2,2,2,0,0,1,0,0.5034825870646765,0.2252134779598431
1523,0,0,0,0.1111111111111111,0,0,0,0,0,0,3,0.25174129353233826,0.036533579506115854
1524,0,0,0,0.875,0,2,2,2,0,1,1,0.9114427860696516,0.8059254558042926
1525,0,1,1,0.09722222222222221,1,1,1,1,0,0,3,0.023880597014925342,0.01617239787675975
1526,0,0,0,0.041666666666666664,0,2,0,0,0,0,2,0.7676616915422886,0.031658204477267485
1527,0,1,1,1.0,1,1,1,1,2,0,0,0.027363184079601977,0.17019963074082622
1528,0,0,0,0.2638888888888889,0,0,0,0,0,1,2,0.3776119402985074,0.12400184629586894
1529,0,1,0,0.8194444444444444,1,1,1,1,2,0,0,0.0014925373134328235,0.11989960766212786
1530,0,1,1,0.027777777777777776,0,0,2,2,0,0,1,0.7139303482587065,0.019761135471959384
1531,0,1,1,0.4861111111111111,1,1,1,1,0,1,2,0.07462686567164178,0.09967112854834988
1532,0,0,0,0.19444444444444442,1,1,1,1,0,0,1,0.013432835820895522,0.03249480729286868
1533,0,0,0,0.19444444444444442,0,0,2,0,0,0,2,0.5681592039800994,0.11621855527348258
1534,0,1,1,0.9583333333333333,1,1,1,1,2,0,1,0.015422885572139305,0.16364528040618512
1535,1,1,0,0.09722222222222221,2,2,0,2,0,0,2,0.45721393034825875,0.052642510962381726
1536,0,1,1,0.9583333333333333,2,2,2,2,2,1,0,0.572139303482587,0.6195880452342487
1537,0,1,1,1.0,0,2,0,2,2,1,2,0.6039800995024875,0.659052619432264
1538,0,0,0,0.1111111111111111,0,2,0,0,0,0,2,0.8218905472636816,0.09240133856450497
1539,0,1,1,0.05555555555555555,2,0,0,0,0,0,2,0.3189054726368159,0.02288252942534041
1540,0,1,1,0.875,0,2,2,0,0,1,1,0.617412935323383,0.5628375259635356
1541,0,0,0,1.0,1,1,1,1,2,0,0,0.015920398009950265,0.16331640895453498
1542,0,0,0,0.6388888888888888,1,1,1,1,2,1,2,0.028358208955223896,0.10596584352642512
1543,0,1,0,0.06944444444444445,0,0,0,0,0,0,2,0.5144278606965175,0.03592776367412878
1544,0,1,0,0.41666666666666663,0,0,2,0,0,1,3,0.31592039800995025,0.16802446342026311
1545,0,0,0,0.875,0,2,2,0,2,1,0,0.8606965174129354,0.7521001615508885
1546,0,0,0,0.8333333333333333,1,1,1,1,2,0,0,0.015920398009950265,0.12800600046157395
1547,0,1,0,0.875,0,2,2,0,1,1,2,0.8880597014925372,0.7910166166628202
1548,0,1,1,0.3472222222222222,0,0,0,2,0,0,2,0.673134328358209,0.2515866605123471
1549,0,0,0,0.013888888888888888,0,0,0,0,0,1,3,0.2746268656716418,0.0031213939533810296
1550,1,1,0,0.08333333333333333,0,0,2,0,0,1,2,0.6223880597014925,0.05057696745903532
1551,0,0,0,0.3055555555555555,1,1,1,1,2,0,3,0.06965174129353235,0.06320101546272791
1552,0,1,1,0.4305555555555555,0,2,0,2,2,0,0,0.6199004975124378,0.28303715670436186
1553,0,1,1,0.5416666666666666,0,0,2,2,0,1,0,0.6293532338308457,0.35639279944611124
1554,0,0,0,0.3611111111111111,1,1,1,1,0,0,3,0.026368159203980085,0.05763904915762751
1555,0,1,0,0.736111111111111,2,2,2,0,1,1,0,0.8741293532338307,0.6636222017078237
1556,0,0,0,0.013888888888888888,0,2,0,2,0,0,2,0.7308457711442786,0.008412185552734826
1557,0,0,0,0.16666666666666666,2,2,0,2,0,1,2,0.48756218905472637,0.09387260558504501
1558,0,0,0,0.2222222222222222,0,2,2,0,0,1,1,0.7696517412935323,0.17734248788368337
1559,0,0,0,0.027777777777777776,1,1,1,1,0,0,3,0.020895522388059695,0.0030579275328871443
1560,0,0,1,0.5416666666666666,2,0,0,2,1,0,0,0.2666666666666666,0.2044541887837526
1561,0,0,0,0.013888888888888888,0,0,0,0,0,1,2,0.564179104477612,0.006479344564966536
1562,0,1,1,0.09722222222222221,2,0,0,2,0,0,3,0.16318407960199,0.02628663743364874
1563,1,0,0,0.05555555555555555,0,0,0,0,0,0,2,0.508457711442786,0.028023309485345024
1564,1,0,0,0.1388888888888889,0,0,0,0,0,1,2,0.7671641791044775,0.10149434571890147
1565,0,0,0,0.7638888888888888,0,2,2,0,0,1,2,0.6298507462686567,0.5181975536579737
1566,0,1,1,1.0,0,2,2,0,2,1,0,0.5686567164179105,0.6302157858296792
1567,0,1,0,0.1388888888888889,0,0,2,0,0,1,1,0.49303482587064673,0.07319986152780983
1568,1,0,0,0.15277777777777776,0,2,2,2,0,1,2,0.926865671641791,0.13434687283637203
1569,0,1,1,0.20833333333333331,0,0,0,0,0,0,2,0.27910447761194024,0.07161897069005309
1570,0,1,1,0.3194444444444444,1,1,1,1,2,0,0,0.021393034825870627,0.05307523655665821
1571,0,0,1,0.013888888888888888,1,1,1,1,0,0,3,0.01791044776119402,0.0001442418647588273
1572,1,0,0,0.041666666666666664,0,0,0,0,0,0,2,0.26616915422885573,0.012497115162704821
1573,0,1,1,0.6527777777777778,2,2,2,0,1,1,2,0.7746268656716417,0.50457535195015
1574,0,0,1,0.20833333333333331,1,1,1,1,1,0,3,0.013930348258706454,0.029056081237018236
1575,0,0,0,0.9166666666666666,0,2,2,0,0,0,2,0.808457711442786,0.7721786291253173
1576,1,1,0,0.9444444444444444,0,2,2,2,1,1,0,0.4218905472636816,0.4566235864297254
1577,0,1,1,0.2361111111111111,0,0,2,2,1,0,0,0.799502487562189,0.19457073621047774
1578,0,0,0,0.09722222222222221,0,0,0,2,0,1,3,0.4104477611940298,0.04582852527117471
1579,1,1,0,0.16666666666666666,0,0,0,0,0,1,2,0.618905472636816,0.10747749826909764
1580,1,1,0,0.29166666666666663,0,2,2,0,1,0,0,0.5318407960199005,0.17058042926378952
1581,0,0,0,0.29166666666666663,0,2,0,2,0,1,3,0.17661691542288555,0.08785483498730672
1582,0,1,1,0.7777777777777777,2,0,0,0,1,0,0,0.4671641791044776,0.40310985460420035
1583,0,1,1,0.08333333333333333,0,0,0,0,0,1,1,0.3054726368159204,0.029361873990306948
1584,1,0,0,0.9027777777777777,0,2,2,0,2,1,0,0.35074626865671643,0.40377336718209095
1585,0,1,0,0.5833333333333333,2,0,0,2,1,0,1,0.618905472636816,0.3873874913454881
1586,0,1,1,0.9444444444444444,2,0,2,2,2,1,0,0.9034825870646767,0.8642684052619433
1587,0,1,1,0.6666666666666666,1,1,1,1,2,0,0,0.0800995024875622,0.14150126932840987
1588,1,0,0,0.6944444444444444,0,2,0,2,1,1,2,0.8810945273631839,0.6149492268636049
1589,1,0,0,0.09722222222222221,0,2,2,0,0,1,2,0.46467661691542295,0.05479459958458343
1590,0,1,1,0.875,1,1,1,1,2,0,2,0.010945273631840807,0.14367066697438263
1591,0,0,0,0.2361111111111111,1,1,1,1,0,0,1,0.028358208955223896,0.042320563120240025
1592,0,1,1,0.5833333333333333,0,0,0,0,0,1,1,0.5940298507462687,0.3883221786291253
1593,0,1,1,0.05555555555555555,1,1,1,1,0,0,3,0.005970149253731349,0.00754673436418186
1594,0,0,1,0.861111111111111,1,1,1,1,2,0,0,0.0771144278606965,0.1869259173782599
1595,1,0,0,0.027777777777777776,0,2,0,0,0,1,2,0.5616915422885572,0.0169166858989153
1596,0,1,0,0.027777777777777776,0,0,0,0,0,1,2,0.5184079601990049,0.011706669743826448
1597,0,1,0,0.6666666666666666,2,2,2,0,2,1,0,0.782587064676617,0.5140376182783291
1598,0,1,0,0.375,1,1,1,1,2,0,0,0.012935323383084563,0.0578986845141934
1599,0,1,1,0.9722222222222222,0,2,2,2,2,1,0,0.618407960199005,0.6576332794830372
1600,1,0,0,0.013888888888888888,0,0,2,0,0,1,2,0.7019900497512437,0.008077544426494346
1601,0,1,0,0.6388888888888888,0,2,2,0,1,1,2,0.7601990049751244,0.4954650357719825
1602,0,0,0,0.41666666666666663,0,0,0,0,0,1,2,0.7164179104477612,0.3157800600046157
1603,0,0,0,0.20833333333333331,2,0,0,0,0,1,0,0.46169154228855724,0.11259519963074083
1604,0,1,1,0.9583333333333333,0,2,2,0,1,0,1,0.7711442786069651,0.7491864758827602
1605,0,0,0,0.9027777777777777,1,1,1,1,2,1,1,0.012935323383084563,0.13845488114470345
1606,1,1,1,1.0,2,0,2,2,2,1,1,0.854228855721393,0.8572467112854835
1607,1,1,0,0.18055555555555555,0,2,0,2,0,1,0,0.7044776119402985,0.13276598199861528
1608,0,0,0,0.2361111111111111,1,1,1,1,1,1,3,0.01840796019900498,0.030083083314101085
1609,0,1,0,0.7083333333333333,2,0,2,2,1,1,2,0.9283582089552239,0.6579217632125549
1610,0,1,1,0.7083333333333333,2,2,0,2,2,0,1,0.4203980099502488,0.3580256173551811
1611,0,1,0,1.0,2,2,2,2,2,1,0,0.7233830845771144,0.7442649434571891
1612,0,1,1,0.9305555555555555,0,2,2,0,1,0,2,0.6880597014925374,0.6808216016616663
1613,0,0,0,0.4722222222222222,1,1,1,1,0,0,3,0.014427860696517386,0.07579044541887839
1614,0,1,0,0.9305555555555555,2,2,0,2,2,1,0,0.32537313432835824,0.40421186245095775
1615,0,1,0,0.6805555555555555,1,1,1,1,1,1,0,0.01791044776119402,0.10435033464112625
1616,0,1,1,0.736111111111111,1,1,1,1,2,1,3,0.011442786069651711,0.12595776598199862
1617,0,0,0,0.375,0,0,2,2,0,0,2,0.4099502487562189,0.18380452342487885
1618,1,0,0,0.3194444444444444,0,2,0,0,0,1,2,0.7611940298507462,0.2624971151627048
1619,0,0,0,0.9583333333333333,2,2,2,2,2,1,1,0.6293532338308457,0.6386395107315948
1620,0,1,1,0.027777777777777776,0,0,0,2,0,0,0,0.10746268656716418,0.002994461112393261
1621,0,0,0,0.4861111111111111,0,0,0,0,0,1,2,0.6786069651741293,0.34736902838679895
1622,0,1,0,0.6388888888888888,2,2,0,2,1,0,3,0.5208955223880596,0.37067274405723516
1623,0,0,0,0.75,0,2,0,0,2,1,0,0.7855721393034826,0.5897357489037618
1624,0,1,0,0.7777777777777777,0,2,0,0,1,1,2,0.7960199004975124,0.6334583429494577
1625,0,1,0,0.125,0,0,2,0,0,1,0,0.572139303482587,0.07351719363027925
1626,0,0,0,0.2777777777777778,2,0,0,2,0,0,0,0.4074626865671642,0.1352873297945996
1627,0,0,0,0.15277777777777776,0,2,0,0,0,1,3,0.5736318407960199,0.09780752365566582
1628,1,1,0,0.41666666666666663,0,2,0,0,0,1,2,0.7144278606965173,0.3009923840295407
1629,0,1,0,0.9444444444444444,2,2,2,0,2,0,0,0.5243781094527363,0.5449630740826217
1630,1,1,0,0.5277777777777778,0,2,2,0,0,1,2,0.8393034825870646,0.4604661897069005
1631,1,1,0,0.2361111111111111,2,0,2,0,0,1,0,0.6676616915422885,0.16670320793907226
1632,0,0,0,0.6666666666666666,0,2,2,0,1,1,1,0.8741293532338307,0.5843526425109624
1633,0,0,0,0.013888888888888888,0,0,0,0,0,0,2,0.254228855721393,0.002884837295176552
1634,0,1,1,0.875,2,2,2,0,2,0,2,0.4054726368159204,0.4256635125778906
1635,0,0,0,0.041666666666666664,0,0,2,0,1,1,2,0.5144278606965175,0.02326909762289407
1636,0,0,0,0.6666666666666666,1,1,1,1,1,0,0,0.06069651741293533,0.12865220401569352
1637,0,0,0,0.9166666666666666,0,0,0,2,1,0,1,0.11144278606965174,0.2266732056312024
1638,0,1,1,0.9444444444444444,0,2,2,0,2,1,1,0.6582089552238807,0.6609681513962613
1639,1,0,0,0.2361111111111111,0,0,0,0,0,1,2,0.2666666666666666,0.08675282714054929
1640,0,1,1,0.09722222222222221,1,1,1,1,1,0,3,0.023880597014925342,0.013299099930763905
1641,0,1,0,1.0,2,2,2,2,2,1,0,0.6850746268656716,0.7167435956612047
1642,0,1,0,0.40277777777777773,1,1,1,1,0,0,3,0.015920398009950265,0.06395684283406416
1643,0,1,0,0.5138888888888888,0,0,2,2,0,1,2,0.717412935323383,0.3923955688899146
1644,0,0,0,0.4722222222222222,2,2,2,0,0,1,3,0.9109452736318407,0.41177590583891066
1645,1,0,0,0.5833333333333333,0,0,0,0,0,1,2,0.6606965174129353,0.40647934456496654
1646,0,1,1,0.8194444444444444,2,2,0,2,1,0,3,0.4701492537313433,0.4364758827602123
1647,0,1,1,0.15277777777777776,0,0,0,0,0,1,0,0.6094527363184079,0.09804984998846066
1648,1,1,1,0.8333333333333333,2,0,0,0,0,1,2,0.6238805970149254,0.5585391183937226
1649,0,0,0,0.375,0,2,0,2,0,1,3,0.3771144278606965,0.16392222478652205
1650,0,0,0,0.013888888888888888,0,0,0,0,0,0,3,0.672139303482587,0.00773136395107316
1651,1,0,0,0.013888888888888888,0,0,0,0,0,1,2,0.6054726368159203,0.006958227555965843
1652,0,1,0,0.2361111111111111,2,0,2,0,0,0,3,0.16069651741293528,0.06623009462266329
1653,0,1,0,0.8055555555555555,1,1,1,1,2,0,3,0.02487562189054726,0.13468151396261252
1654,0,1,1,0.013888888888888888,1,1,1,1,1,0,3,0.00547263681592039,0.0
1655,0,1,1,0.041666666666666664,0,0,0,0,0,0,3,0.25920398009950246,0.013351027002077083
1656,0,0,0,0.736111111111111,2,2,2,0,0,0,2,0.7218905472636815,0.5657050542349411
1657,0,0,0,0.4861111111111111,1,1,1,1,0,1,2,0.07313432835820893,0.10182898684514194
1658,0,1,1,0.6944444444444444,2,0,2,0,0,0,1,0.872636815920398,0.6142395568889915
1659,0,1,1,0.9444444444444444,0,2,0,2,2,0,1,0.5228855721393034,0.5586372028617586
1660,0,1,0,0.6527777777777778,1,1,1,1,0,0,2,0.07114427860696515,0.12928686822063237
1661,1,1,0,0.9027777777777777,0,2,2,0,0,1,0,0.9009950248756219,0.8150992384029541
1662,0,0,0,0.06944444444444445,0,0,0,0,0,1,2,0.5124378109452736,0.035287329794599594
1663,0,1,0,0.7083333333333333,0,0,0,0,0,1,2,0.7601990049751244,0.5531906300484652
1664,0,0,0,0.6388888888888888,0,0,0,0,0,0,0,0.7741293532338308,0.5055042695591968
1665,0,0,0,0.125,0,0,0,0,0,1,2,0.5830845771144277,0.07439995384260328
1666,0,0,0,0.1111111111111111,1,1,1,1,2,0,3,0.019900497512437804,0.017984075698130625
1667,0,0,0,0.19444444444444442,1,1,1,1,1,1,1,0.06517412935323383,0.03495268866835911
1668,0,0,0,0.625,2,2,2,2,0,1,2,0.9691542288557214,0.589279944611124
1669,0,0,0,0.1111111111111111,0,0,0,0,0,1,1,0.5606965174129352,0.06117009000692361
1670,1,0,1,0.013888888888888888,0,0,2,0,0,1,3,0.31741293532338305,0.0036175859681513963
1671,0,1,1,0.9166666666666666,2,2,2,0,1,1,0,0.8447761194029851,0.8091968612970228
1672,0,1,1,1.0,2,2,2,2,2,0,1,0.535820895522388,0.5767193630279251
1673,0,1,0,0.5694444444444444,2,2,2,2,0,1,0,0.9487562189054725,0.5280579275328872
1674,0,1,1,0.3194444444444444,1,1,1,1,2,0,3,0.0681592039800995,0.06838795291945535
1675,0,0,0,0.40277777777777773,0,0,0,0,0,1,2,0.6034825870646766,0.2729459958458343
1676,0,0,0,0.05555555555555555,2,0,0,0,0,1,2,0.6159203980099502,0.034739210708516044
1677,0,1,1,0.08333333333333333,1,1,1,1,2,0,3,0.07114427860696515,0.015520424648049851
1678,1,1,0,0.9305555555555555,2,2,2,2,1,1,1,0.8671641791044776,0.8096930533117933
1679,1,0,1,0.09722222222222221,0,0,0,0,0,1,3,0.2736318407960199,0.037549042234018004
1680,0,1,1,0.7777777777777777,1,1,1,1,1,1,3,0.061691542288557194,0.16303369489960767
1681,0,1,0,1.0,1,1,1,1,2,0,1,0.06716417910447761,0.21121624740364645
1682,0,1,0,1.0,2,2,2,0,2,1,2,0.6666666666666666,0.6997807523655666
1683,0,1,1,0.3194444444444444,1,1,1,1,2,0,1,0.013432835820895522,0.047063235633510274
1684,0,0,1,0.4861111111111111,0,0,0,0,0,0,3,0.31741293532338305,0.18884721901684745
1685,1,1,0,0.375,0,0,0,0,0,1,2,0.5203980099502488,0.22214401107777523
1686,0,1,1,0.3611111111111111,0,2,0,2,0,1,2,0.4159203980099502,0.18432379413801064
1687,0,1,1,0.16666666666666666,1,1,1,1,1,0,3,0.08109452736318407,0.03417378259866144
1688,0,0,0,0.5555555555555556,1,1,1,1,2,0,3,0.018905472636815884,0.09070505423494116
1689,0,1,1,0.09722222222222221,2,2,2,0,0,0,3,0.4039800995024876,0.05156935148857605
1690,0,1,1,0.9722222222222222,2,2,0,0,0,1,1,0.7890547263681591,0.7673955688899147
1691,0,1,1,0.8333333333333333,1,1,1,1,2,0,1,0.013930348258706454,0.13188899146088162
